row,created_at,ticker,headline,day_change_pct,momentum,momentum_conviction,value,value_conviction,risk,risk_conviction,weighted_committee_score,weighted_implied_action,pm_action,sentiment,confidence,risk_should_trade,execution_submitted,risk_gate_reason,verdict,severity_score,flags,pm_reasoning
37,2026-05-11 21:05:33.472036+00,DDD,"3D Sys Q1 EPS $(0.03) Beats $(0.11) Estimate, Sales $95.538M Beat $92.387M Estimate",0.61,BULLISH,0.82,NEUTRAL,0.65,NEUTRAL,0.9,0.82,BUY,HOLD,0.23,0.63,False,False,Portfolio Manager chose HOLD.,Minor concern,2,value_analyst_used_technical_or_unsourced_market_claims; risk_manager_generic_macro_or_regulatory_risk,"The debate highlights a key tension between short-term momentum and long-term fundamental concerns. While the momentum trader is bullish with a conviction of 0.82, the value investor and risk manager express neutral views with convictions of 0.65 and 0.90, respectively. The high-conviction risk manager (0.90) and value investor's concerns about structural challenges and global trade tensions weigh heavily on the decision, suggesting that the earnings beat may not be sustainable. As a result, the confidence in the consensus is moderate."
38,2026-05-11 21:03:06.487509+00,KKR,KKR Just Rescued Its Own Private Credit Fund With $300 Million,-2.97,BULLISH,0.8,BEARISH,0.7,BEARISH,0.9,-0.8,SELL,HOLD,-0.33,0.6,False,False,Portfolio Manager chose HOLD.,Minor concern,1,value_analyst_used_technical_or_unsourced_market_claims,"The committee debate highlights a key tension between the potential short-term benefits of KKR's $300 million capital injection into its private credit fund and the potential long-term risks associated with fund performance and liquidity. While the momentum trader sees this move as a bullish catalyst, the value investor and risk manager express concerns about potential liquidity issues and systemic risk. The high-conviction dissent from the risk manager (conviction=0.90) weighs heavily on my decision, suggesting that the potential downside risks may outweigh the potential upside."
39,2026-05-11 21:00:40.794434+00,BZFD,"BuzzFeed To Accept $120M Majority Investment From Byron Allen Affiliate To Buy 40M Shares At $3/Share; Byron Allen Named Incoming Chairman and CEO, Jonah Peretti To Become President Of BuzzFeed AI; Upon Closing, Allen Family Digital Will Own About 52% Of Company's Outstanding Shares; Withholding 2026 Guidance At This Time",-12.22,BEARISH,0.8,NEUTRAL,0.6,BEARISH,0.9,-1.7,SELL,SELL,-0.5,0.65,False,False,Directional sentiment did not clear the configured threshold.,Review,3,pm_directional_but_risk_gate_blocked; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the potential for strategic growth under new leadership and the risks associated with dilutive investment and regulatory challenges. While the value investor sees potential for a turnaround, high-conviction dissenters (Momentum Trader at 0.8 and Risk Manager at 0.9) emphasize bearish factors such as dilutive effects, leadership uncertainty, and potential regulatory risks. Given the bearish conviction scores and the uncertainty around future guidance, a cautious approach is warranted."
40,2026-05-11 21:00:37.011339+00,HALO,Halozyme Therapeutics Affirms FY2026 Adj EPS Guidance of $7.75-$8.25 vs $8.09 Est; Affirms FY2026 Sales Guidance of $1.710B-$1.810B vs $1.760B Est,3.56,BEARISH,0.8,NEUTRAL,0.6,BEARISH,0.9,-1.7,SELL,HOLD,-0.23,0.58,False,False,Portfolio Manager chose HOLD.,Review,3,pm_action_differs_from_weighted_committee_SELL; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between short-term guidance affirmation and long-term risks. While the Momentum Trader and Risk Manager express bearish views with high conviction scores (0.80 and 0.90, respectively), the Value Investor takes a neutral stance with a lower conviction score of 0.60. The guidance affirmation's slight miss on EPS and in-line sales guidance weigh on the sentiment, but the Risk Manager's concerns about patent litigation, biosimilar competition, and regulatory shifts introduce significant uncertainty."
41,2026-05-11 21:00:32.930496+00,HROW,Harrow Affirms FY2026 Sales Guidance of $350.000M-$365.000M vs $351.380M Est,-0.33,BULLISH,0.62,BEARISH,0.78,BEARISH,0.85,-1.01,SELL,HOLD,-0.1,0.42,False,False,Portfolio Manager chose HOLD.,Review,4,pm_action_differs_from_weighted_committee_SELL; value_analyst_used_technical_or_unsourced_market_claims; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between short-term momentum and long-term fundamental concerns. While the Momentum Trader sees a bullish breakout opportunity due to the reaffirmed FY2026 sales guidance, high-conviction dissenters (Value Investor and Risk Manager) express bearish views, citing tepid revenue guidance expansion, deteriorating margins, and significant debt burden. The bearish stance is driven by concerns over Harrow's operational consistency, financial health, and potential regulatory headwinds."
42,2026-05-11 20:56:09.562828+00,HIMS,Hims And Hers CFO Expects Company To Return To Profitability In 2027; Says Took Write Downs On Ingredients And Inventory Related To Compounding GLP-1s And One-time M&A Costs; Saw Record Traffic And App Downloads After Shifting To FDA-Approved GLP-1s,2.93,BULLISH,0.8,NEUTRAL,0.6,BEARISH,0.7,0.1,HOLD,HOLD,0.23,0.67,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between HIMS' promising growth prospects and concerns around its path to profitability. While the momentum trader and value investor see positive momentum drivers in the company's shift to FDA-approved GLP-1s and record traffic and app downloads, the risk manager raises important concerns about regulatory risks and potential changes in compounding practices. Weighing the conviction scores, the risk manager's bearish view with a conviction score of 0.70 offsets the bullish and neutral views, leading to a cautious approach."
43,2026-05-11 20:56:07.376458+00,CBFV,"CB Financial Services Reports Unauthorized AI Software Incident On May 5, 2026;  Initiates Investigation With Cybersecurity Advisors; Says Incident Not Expected To Have Material Financial Impact",-2.03,BEARISH,0.8,NEUTRAL,0.4,BEARISH,0.9,-1.7,SELL,HOLD,-0.5,0.65,False,False,Portfolio Manager chose HOLD.,Review,3,pm_action_differs_from_weighted_committee_SELL; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the perceived short-term operational risks and potential long-term regulatory implications of the unauthorized AI software incident. While the value investor sees a neutral, potentially overreacted market response, both the momentum trader and risk manager express bearish concerns, with the risk manager's high conviction score (0.90) emphasizing the potential for a broader regulatory impact. Weighing these perspectives, I conclude that caution is warranted."
44,2026-05-11 20:56:04.060946+00,UP,Delta Air Lines Commits $100M Term Loan For Wheels Up Experience To Support Its Growth Initiatives Plus Capacity To Increase Facility By Additional $100M,-15.34,BULLISH,0.85,NEUTRAL,0.65,BEARISH,0.8,0.05,HOLD,HOLD,0.1,0.6,False,False,Portfolio Manager chose HOLD.,Minor concern,2,value_analyst_used_technical_or_unsourced_market_claims; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between growth prospects and risk management. While the Momentum Trader (0.85) and Value Investor (0.65) see the $100M term loan as a growth catalyst, the Risk Manager (0.80) raises concerns about reputational and regulatory risks. Given the high conviction scores of all analysts, we weigh the bullish and bearish views. The Risk Manager's dissent, despite being bearish, commands attention due to their high conviction score of 0.80. This suggests that while there are growth opportunities, they are accompanied by significant risks. Therefore, we decide to exercise caution."
45,2026-05-11 20:52:37.374858+00,MVST,"Microvast Holdings Q1 Adj. EPS $(0.04) Misses $0.01 Estimate, Sales $60.600M Miss $99.017M Estimate",-6.29,BEARISH,0.9,BEARISH,0.8,BEARISH,0.95,-2.65,SELL,SELL,-0.9,0.88,False,False,Confidence did not clear the configured threshold.,Review,3,pm_directional_but_risk_gate_blocked; risk_manager_generic_macro_or_regulatory_risk,"The committee debate reveals a consensus bearish sentiment driven by the significant Q1 earnings miss and potential fundamental deterioration. The key tension lies in the balance between immediate downside risk due to the earnings report and the potential for systemic risks related to global supply chains. With all analysts holding a bearish view, and given the high conviction scores, particularly from the Risk Manager at 0.95 and the Momentum Trader at 0.90, the final decision leans towards selling MVST. The aligned bearish perspective and high conviction levels across the committee suggest a strong confidence in the downside risk."
46,2026-05-11 20:52:34.755484+00,NOVT,Novanta Affirms FY2026 Adj EPS Guidance of $3.50-$3.65 vs $3.56 Est; Raises FY2026 Sales Guidance from $1.030B-$1.050B to $1.040B-$1.055B vs $1.045B Est.,1.34,BULLISH,0.8,BULLISH,0.6,BEARISH,0.7,0.7,BUY,HOLD,0.43,0.63,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate reveals a tension between bullish analysts who focus on Novanta's positive guidance and a bearish risk manager highlighting potential economic risks. While the momentum trader and value investor are bullish, the risk manager's dissenting view, with a conviction score of 0.70, introduces significant downside risk considerations. The affirmation of FY2026 adj EPS guidance and the raise in sales guidance support a bullish outlook, but the risk manager's concerns about global economic uncertainty and its impact on Novanta's international operations cannot be ignored."
47,2026-05-11 20:52:32.148496+00,UP,"Wheels Up Experience Q1 EPS $(2.29) Up From $(2.84) YoY, Sales $168.922M Down From $177.530M YoY",-15.34,BEARISH,0.8,NEUTRAL,0.6,NEUTRAL,0.7,-0.8,SELL,SELL,-0.5,0.65,False,False,Directional sentiment did not clear the configured threshold.,Review,4,pm_directional_but_risk_gate_blocked; value_analyst_used_technical_or_unsourced_market_claims; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the momentum trader's bearish view on Wheels Up's sales decline and the value investor's cautious approach, while the risk manager introduces a neutral perspective focusing on potential tail risks. The momentum trader's high conviction score of 0.80 as a dissenter weighs heavily, suggesting downward pressure on UP's stock price due to the sales decline."
48,2026-05-11 20:52:30.203788+00,PACS,"PACS Group Approves $250M Share Repurchase Authorization, Effective May 7, 2026",-5.09,BULLISH,0.8,NEUTRAL,0.6,BEARISH,0.7,0.1,HOLD,HOLD,0.23,0.58,False,False,Portfolio Manager chose HOLD.,Looks coherent,0,,"The committee debate reveals a split view on the implications of PACS' $250M share repurchase authorization. While the Momentum Trader sees it as a bullish signal, the Value Investor remains neutral, citing the need for further fundamental analysis. The Risk Manager raises concerns about potential risks in a rising interest rate environment. The key tension lies in balancing the potential long-term benefits of the share repurchase plan against the uncertainty surrounding its implementation and potential risks. Given the mixed views and moderate conviction scores, a cautious approach is warranted."
49,2026-05-11 20:52:26.489794+00,NOVT,"Novanta Q1 Adj. EPS $0.81 Beats $0.78 Estimate, Sales $257.707M Beat $253.393M Estimate.",1.34,BULLISH,0.82,NEUTRAL,0.55,NEUTRAL,0.7,0.82,BUY,HOLD,0.29,0.66,False,False,Portfolio Manager chose HOLD.,Minor concern,2,value_analyst_used_technical_or_unsourced_market_claims; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between short-term momentum and long-term risk considerations. While the momentum trader (conviction=0.82) sees earnings and sales beats as a catalyst for a potential breakout, the value investor (conviction=0.55) and risk manager (conviction=0.70) express caution regarding fundamental validation and external risks. The high-conviction momentum trader's bullish stance is counterbalanced by the neutral views of the value investor and risk manager, leading to a moderate overall sentiment and confidence."
50,2026-05-11 20:46:51.786706+00,FLYX,"flyExclusive Q1 EPS $(0.17) Beats $(0.25) Estimate, Sales $96.350M Beat $94.600M Estimate",-2.98,BULLISH,0.8,BULLISH,0.6,BEARISH,0.4,1.0,BUY,HOLD,0.33,0.59,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate on FLYX's earnings beat reveals a tension between the momentum trader and the value investor, who see potential for trend continuation and sustainable growth, respectively, and the risk manager, who cautions about regulatory risks and financial health. While two analysts are bullish, the bearish dissent lowers overall confidence. Given the mixed view, a cautious approach is warranted."
51,2026-05-11 20:46:47.471175+00,FLY,Firefly Aerospace Subsidiary SciTec Awarded Contract By Air Force Research Laboratory To Support Development Of Advanced Algorithm R&D And Verification Architecture; Terms Not Disclosed,-3.5,BULLISH,0.78,BEARISH,0.45,BEARISH,0.65,-0.32,HOLD,HOLD,-0.14,0.58,False,False,Portfolio Manager chose HOLD.,Minor concern,2,value_analyst_used_technical_or_unsourced_market_claims; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the potential short-term catalyst from the Air Force Research Laboratory contract and concerns over Firefly Aerospace's weak fundamentals, high valuation, and execution risks. Despite the bullish momentum trader, the bearish views from the value investor and risk manager, particularly their concerns over liquidity constraints and execution risks, weigh heavily on the sentiment."
52,2026-05-11 20:41:18.655539+00,AIZ,"UBS Maintains Buy on Assurant, Raises Price Target to $274",1.99,BULLISH,0.8,BULLISH,0.6,BEARISH,0.4,1.0,BUY,HOLD,0.33,0.57,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate on AIZ reveals a tension between bullish outlooks driven by UBS's raised price target and concerns over regulatory risks. While the Momentum Trader and Value Investor are bullish with convictions of 0.80 and 0.60 respectively, the Risk Manager presents a bearish view with a conviction of 0.40, highlighting potential regulatory changes as a significant tail risk. The bullish sentiment is tempered by the need to verify sustained growth and profitability, as well as the potential regulatory risks. Given the mixed views, a cautious approach is warranted."
53,2026-05-11 20:41:15.317413+00,ESOA,"Energy Servs of America Q2 EPS $0.01 Beats $(0.16) Estimate, Sales $93.173M Beat $80.900M Estimate",1.38,BULLISH,0.9,NEUTRAL,0.6,BEARISH,0.8,0.1,HOLD,HOLD,0.23,0.63,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the momentum trader and risk manager, with the value investor taking a more neutral stance. While the momentum trader sees a trend continuation higher, the risk manager cautions about potential regulatory and commodity price risks. The high-conviction dissenter, Risk Manager (0.80), tempers my confidence in a bullish stance."
54,2026-05-11 20:41:12.578656+00,MYPS,"PLAYSTUDIOS Q1 EPS $(0.08) Misses $(0.06) Estimate, Sales $58.410M Beat $52.688M Estimate",11.28,BEARISH,0.8,NEUTRAL,0.6,BEARISH,0.9,-1.7,SELL,HOLD,-0.2,0.65,False,False,Portfolio Manager chose HOLD.,Minor concern,2,pm_action_differs_from_weighted_committee_SELL,"The committee debate highlights a key tension between the bearish views on the EPS miss and potential liquidity risks, versus the neutral perspective that the sales beat and stock price action may have already priced in the negative surprise. The Risk Manager's high-conviction bearish stance (0.90) and the Momentum Trader's bearish view (0.80) weigh heavily on the sentiment, while the Value Investor's neutral take (0.60) provides some counterbalance. Given the mixed signals, I will exercise caution and decide to HOLD the stock, as the debate does not provide a clear enough signal to either buy or sell."
55,2026-05-11 20:41:09.572881+00,TW,"UBS Maintains Buy on Tradeweb Markets, Raises Price Target to $150",1.06,BULLISH,0.9,BULLISH,0.8,BEARISH,0.7,1.0,BUY,HOLD,0.57,0.74,False,False,Portfolio Manager chose HOLD.,Minor concern,2,value_analyst_used_technical_or_unsourced_market_claims; risk_manager_generic_macro_or_regulatory_risk,"The committee debate reveals a tension between bullish analysts citing the UBS price target increase to $150 and a bearish risk manager highlighting potential regulatory risks. While two analysts are bullish with high conviction scores (0.90 and 0.80), the risk manager's dissenting view at 0.70 conviction introduces a note of caution. Weighing these inputs, the consensus leans bullish but with reduced confidence due to the split views."
56,2026-05-11 20:41:06.33474+00,XOS,Xos To Carry Out Live Outdoor Demonstration Of Its Charger Hub At 2026 Air Force Global Strike Command Commercial Capabilities Showcase,-0.83,BULLISH,0.8,NEUTRAL,0.4,BEARISH,0.6,0.2,HOLD,HOLD,0.27,0.53,False,False,Portfolio Manager chose HOLD.,Looks coherent,0,,"The committee debate highlights a key tension between the potential for short-term momentum and long-term fundamental concerns. While the Momentum Trader is bullish with a conviction of 0.80, the Risk Manager's bearish stance with a conviction of 0.60 and the Value Investor's neutral stance with a conviction of 0.40 suggest that there are significant risks and uncertainties associated with XOS. The high-conviction dissenter, Momentum Trader, suggests some upside potential, but it is not enough to outweigh the concerns raised by the Risk Manager and Value Investor."
57,2026-05-11 20:41:04.330883+00,TNXP,"Tonix Pharmaceuticals Q1 EPS $(2.93) Misses $(2.43) Estimate, Sales $6.878M Beat $6.100M Estimate",0.28,BEARISH,0.8,NEUTRAL,0.6,NEUTRAL,0.9,-0.8,SELL,HOLD,-0.1,0.63,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the momentum trader's bearish view on the EPS miss and the value investor's neutral stance citing revenue growth. The risk manager's high-conviction neutral take introduces a regulatory risk factor often overlooked. While the EPS miss is concerning, the sales beat and revenue growth trend suggest a mixed picture. Given the split views and high-conviction dissent, a cautious approach is warranted."
58,2026-05-11 20:41:01.549351+00,BZH,Beazer Homes USA Rejects All Three Acquisition Proposals From Dream Finders Homes Due To Not In Best Interests Of Co.,34.22,BULLISH,0.9,NEUTRAL,0.6,BEARISH,0.8,0.1,HOLD,HOLD,0.23,0.63,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the momentum trader's bullish stance on BZH's rejection of acquisition proposals and the risk manager's bearish view citing potential housing market downturns and regulatory risks. The value investor takes a neutral stance, emphasizing the need to evaluate the company's intrinsic value. While two analysts express high conviction (momentum trader at 0.90 and risk manager at 0.80), their opposing views temper the overall confidence. Given the significant intraday surge and potential overreaction, a cautious approach is warranted."
59,2026-05-11 20:40:57.896324+00,CTRI,"UBS Maintains Neutral on Centuri Holdings, Raises Price Target to $36",-3.8,BULLISH,0.65,BEARISH,0.75,BEARISH,0.8,-0.9,SELL,HOLD,-0.23,0.58,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between momentum traders seeing potential upside and value investors and risk managers flagging concerns over Centuri's capital structure, valuation, and regulatory risks. While the UBS price target revision suggests improved fundamentals, high-conviction dissenters (Value Investor at 0.75 and Risk Manager at 0.80) meaningfully lower my confidence in a bullish stance."
60,2026-05-11 20:36:54.777497+00,HIMS,Why Hims & Hers Health Are Falling Monday,2.93,BEARISH,0.8,NEUTRAL,0.4,BEARISH,0.9,-1.7,SELL,HOLD,-0.5,0.65,False,False,Portfolio Manager chose HOLD.,Review,4,pm_action_differs_from_weighted_committee_SELL; value_analyst_used_technical_or_unsourced_market_claims; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between short-term price action and long-term fundamental analysis. While the momentum trader and risk manager express bearish views with high conviction scores (0.80 and 0.90, respectively), the value investor remains neutral with a lower conviction score (0.40). The risk manager's high conviction score and emphasis on regulatory risks weigh heavily in the decision, as a sudden regulatory shift could rapidly deteriorate the stock's prospects. However, the value investor's perspective suggests that the stock's intrinsic value remains intact. Given the mixed views, a cautious approach is warranted."
61,2026-05-11 20:36:42.944366+00,SCYX,SCYNEXIS Q1 EPS $(0.42) Misses $(0.12) Estimate,-10.08,BEARISH,0.9,NEUTRAL,0.6,BEARISH,0.8,-1.7,SELL,SELL,-0.7,0.78,False,False,Directional sentiment did not clear the configured threshold.,Review,3,pm_directional_but_risk_gate_blocked; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the immediate negative impact of the earnings miss and the potential for a deeper correction versus the possibility of a one-time event. The momentum trader and risk manager express high conviction in a bearish outlook (0.90 and 0.80, respectively), while the value investor takes a more neutral stance (0.60). The high-conviction dissenters meaningfully lower my confidence in a bullish or neutral outlook. Given the significant earnings miss, liquidity risks, and existing downtrend, I lean towards a cautious approach."
62,2026-05-11 20:36:30.983936+00,ASTS,"AST SpaceMobile Q1 EPS $(0.66) Misses $(0.23) Estimate, Sales $14.735M Miss $37.634M Estimate",9.98,BEARISH,0.8,NEUTRAL,0.6,NEUTRAL,0.7,-0.8,SELL,HOLD,-0.2,0.63,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the momentum trader's bearish reversal scenario and the value investor's more neutral, long-term perspective. The risk manager's emphasis on regulatory tail risk adds another layer of complexity. While the momentum trader's conviction score of 0.80 suggests a high level of confidence in their bearish take, the value investor and risk manager's more neutral stances (conviction scores of 0.60 and 0.70, respectively) suggest that the situation is not as clear-cut. Given the significant EPS and sales miss, but also the stock's 9.98% intraday gain, I will choose to HOLD the stock, as the debate suggests that the market's reaction may be overdone, but a deeper dive into the company's fundamentals is warranted."
63,2026-05-11 20:36:19.067364+00,AMPY,"Amplify Energy Q1 Adj. EPS $0.13 Beats $0.06 Estimate, Sales $37.464M Miss $38.111M Estimate",3.58,BULLISH,0.8,NEUTRAL,0.6,BEARISH,0.7,0.1,HOLD,HOLD,0.23,0.63,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between short-term momentum and long-term sustainability. While the momentum trader (conviction=0.80) argues that the EPS beat will drive the stock higher, the risk manager (conviction=0.70) cautions about potential risks from commodity price volatility and regulatory costs. The value investor (conviction=0.60) takes a neutral stance, emphasizing the need for further assessment of the company's financial health. Given the mixed views, I weigh the high-conviction dissenters, particularly the risk manager, and decide to exercise caution."
64,2026-05-11 20:36:08.963651+00,AMTM,"Amentum Holdings Q2 Adj. EPS $0.60 Beats $0.57 Estimate, Sales $3.478B Beat $3.468B Estimate",-2.28,BULLISH,0.8,NEUTRAL,0.4,BEARISH,0.6,0.2,HOLD,HOLD,0.07,0.56,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a tension between the short-term bullishness driven by the earnings beat and concerns about long-term sustainability and potential sector-wide risks. While the momentum trader and value investor see the earnings beat as a positive sign, the risk manager cautions against overlooking broader geopolitical and macroeconomic risks. Given the mixed views, with conviction scores of 0.80, 0.40, and 0.60, the overall sentiment leans slightly bullish but with moderate confidence due to the split perspectives."
65,2026-05-11 20:35:59.087147+00,PLBY,"Playboy Q1 Adj. EPS $(0.00) Misses $0.01 Estimate, Sales $30.236M Miss $30.615M Estimate",-4.14,BEARISH,0.8,NEUTRAL,0.6,BEARISH,0.9,-1.7,SELL,SELL,-0.7,0.78,False,False,Directional sentiment did not clear the configured threshold.,Review,3,pm_directional_but_risk_gate_blocked; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a tension between short-term earnings impact and longer-term risks. While the Value Investor takes a neutral stance, the Momentum Trader and Risk Manager express bearish views with high conviction scores of 0.80 and 0.90, respectively. The high-conviction dissent from the Risk Manager, emphasizing liquidity and regulatory risks, significantly lowers my confidence in a bullish stance."
66,2026-05-11 20:35:48.218107+00,BLNK,Blink Charging Affirms FY2026 Sales Guidance of $105.000M-$115.000M vs $107.286M Est,11.65,BULLISH,0.8,NEUTRAL,0.6,BEARISH,0.7,0.1,HOLD,HOLD,0.23,0.63,False,False,Portfolio Manager chose HOLD.,Minor concern,2,value_analyst_used_technical_or_unsourced_market_claims; risk_manager_generic_macro_or_regulatory_risk,"The committee debate on BLNK's affirmed FY2026 sales guidance reveals a mixed outlook. While the momentum trader is bullish, citing potential for further growth, the value investor is neutral, seeing the guidance as in line with expectations but lacking a catalyst for upside. The risk manager is bearish, highlighting potential regulatory risks. The key tension lies in balancing the stock's current upward momentum against potential risks and the absence of a strong earnings catalyst. Given the split opinions and moderate conviction scores, a cautious approach is warranted."
67,2026-05-11 20:35:45.226054+00,BLNK,"Blink Charging Q1 Adj. EPS $(0.06) Beats $(0.10) Estimate, Sales $20.779M Miss $21.662M Estimate",11.65,BULLISH,0.8,NEUTRAL,0.4,BEARISH,0.6,0.2,HOLD,HOLD,0.27,0.53,False,False,Portfolio Manager chose HOLD.,Looks coherent,0,,"The committee debate highlights a key tension between short-term momentum and long-term risks. While the EPS beat and intraday performance suggest buying interest (MOMENTUM TRADER, 0.80 conviction), concerns about ongoing losses, sales miss, and regulatory risks (VALUE INVESTOR, 0.40 conviction; RISK MANAGER, 0.60 conviction) warrant caution. The high-conviction dissenter, MOMENTUM TRADER, suggests a bullish outlook, but the presence of bearish and neutral views tempers confidence."
68,2026-05-11 20:35:42.437039+00,BKKT,"Bakkt Hldgs Q1 EPS $(0.41) Misses $(0.10) Estimate, Sales $243.593M Miss $310.887M Estimate",0.41,BEARISH,0.9,BEARISH,0.8,NEUTRAL,0.6,-1.7,SELL,SELL,-0.73,0.77,False,False,Directional sentiment did not clear the configured threshold.,Review,3,pm_directional_but_risk_gate_blocked; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the bearish views of the Momentum Trader and Value Investor, who cite the significant earnings miss as a negative catalyst, and the Risk Manager's neutral stance, which suggests potential for a short squeeze. The high conviction scores of the Momentum Trader (0.90) and Value Investor (0.80) outweigh the Risk Manager's lower conviction (0.60), leading to a bearish sentiment. However, the dissenting view of the Risk Manager introduces uncertainty, resulting in a confidence level that reflects the debate's split nature."
69,2026-05-11 20:35:39.394958+00,CLLS,"Cellectis Q1 Adj. EPS $(0.16) Beats $(0.27) Estimate, Sales $7.548M Miss $12.267M Estimate",2.76,BULLISH,0.8,BEARISH,0.7,BEARISH,0.9,-0.8,SELL,HOLD,-0.2,0.6,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between short-term momentum and long-term risks. While the momentum trader sees a trend continuation, the value investor and risk manager express concerns over the sales miss and potential regulatory risks. The high-conviction dissent from the risk manager (0.90) weighs heavily, but is counterbalanced by the momentum trader's bullish view (0.80)."
70,2026-05-11 20:35:37.536181+00,STEM,"UBS Maintains Neutral on Stem, Lowers Price Target to $10.5",-1.2,BEARISH,0.8,NEUTRAL,0.4,BEARISH,0.9,-1.7,SELL,HOLD,-0.5,0.65,False,False,Portfolio Manager chose HOLD.,Review,4,pm_action_differs_from_weighted_committee_SELL; value_analyst_used_technical_or_unsourced_market_claims; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a tension between near-term price action and long-term fundamental outlook. While the momentum trader and risk manager express bearish views with high conviction scores (0.80 and 0.90, respectively), the value investor remains neutral with a lower conviction score (0.40). The key tension lies in the balance between reacting to the UBS price target adjustment and considering potential regulatory risks. Given the high-conviction dissent from the risk manager, we should be cautious of a potential black swan event."
71,2026-05-11 20:35:34.885315+00,NPWR,NET Power Q1 EPS $(0.12) Misses $(0.07) Estimate,2.51,BEARISH,0.8,NEUTRAL,0.4,BEARISH,0.9,-1.7,SELL,SELL,-0.7,0.62,False,False,Directional sentiment did not clear the configured threshold.,Review,4,pm_directional_but_risk_gate_blocked; value_analyst_used_technical_or_unsourced_market_claims; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the momentum trader and risk manager, who both express bearish views but with differing conviction scores (0.80 and 0.90, respectively), and the value investor, who takes a neutral stance with a lower conviction score (0.40). The high-conviction dissenter, Risk Manager (0.90), emphasizes the potential for a liquidity crisis, which meaningfully lowers my confidence in the stock. While the momentum trader and value investor present valid points, the Risk Manager's concerns about external events and liquidity crises take precedence. Given the bearish sentiment and high conviction scores from two analysts, I will err on the side of caution."
72,2026-05-11 20:35:31.946915+00,STE,"Steris Q4 Adj. EPS $2.83 Misses $2.85 Estimate, Sales $1.588B Miss $1.595B Estimate",-2.71,BEARISH,0.8,NEUTRAL,0.4,BEARISH,0.9,-1.7,SELL,HOLD,-0.5,0.65,False,False,Portfolio Manager chose HOLD.,Review,4,pm_action_differs_from_weighted_committee_SELL; value_analyst_used_technical_or_unsourced_market_claims; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between short-term concerns over the earnings miss and longer-term fundamental outlook. While the momentum trader and risk manager express bearish views with high conviction scores (0.80 and 0.90, respectively), the value investor presents a more neutral perspective with a lower conviction score (0.40). The risk manager's high-conviction bearish stance on a potential global economic downturn introduces significant downside risk, which cannot be ignored."
